State,District,Crop,historical_records
Madhya Pradesh,BHIND,Arhar/Tur,23
Madhya Pradesh,BHIND,Bajra,23
Madhya Pradesh,BHIND,Barley,22
Madhya Pradesh,BHIND,Castor seed,2
Madhya Pradesh,BHIND,Coriander,12
Madhya Pradesh,BHIND,Cotton(lint),1
Madhya Pradesh,BHIND,Dry chillies,11
Madhya Pradesh,BHIND,Garlic,19
Madhya Pradesh,BHIND,Ginger,2
Madhya Pradesh,BHIND,Gram,22
Madhya Pradesh,BHIND,Groundnut,10
Madhya Pradesh,BHIND,Horse-gram,2
Madhya Pradesh,BHIND,Jowar,24
Madhya Pradesh,BHIND,Jute,1
Madhya Pradesh,BHIND,Khesari,1
Madhya Pradesh,BHIND,Linseed,17
Madhya Pradesh,BHIND,Maize,11
Madhya Pradesh,BHIND,Masoor,16
Madhya Pradesh,BHIND,Mesta,1
Madhya Pradesh,BHIND,Moong(Green Gram),14
Madhya Pradesh,BHIND,Niger seed,5
Madhya Pradesh,BHIND,Onion,20
Madhya Pradesh,BHIND,Other  Rabi pulses,5
Madhya Pradesh,BHIND,Other Kharif pulses,5
Madhya Pradesh,BHIND,Peas & beans (Pulses),15
Madhya Pradesh,BHIND,Potato,19
Madhya Pradesh,BHIND,Rapeseed &Mustard,23
Madhya Pradesh,BHIND,Rice,22
Madhya Pradesh,BHIND,Safflower,1
Madhya Pradesh,BHIND,Sannhamp,12
Madhya Pradesh,BHIND,Sesamum,23
Madhya Pradesh,BHIND,Small millets,5
Madhya Pradesh,BHIND,Soyabean,21
Madhya Pradesh,BHIND,Sugarcane,18
Madhya Pradesh,BHIND,Sweet potato,14
Madhya Pradesh,BHIND,Turmeric,6
Madhya Pradesh,BHIND,Urad,22
Madhya Pradesh,BHIND,Wheat,23
Madhya Pradesh,BHOPAL,Arhar/Tur,23
Madhya Pradesh,BHOPAL,Bajra,2
Madhya Pradesh,BHOPAL,Barley,7
Madhya Pradesh,BHOPAL,Coriander,19
Madhya Pradesh,BHOPAL,Cotton(lint),1
Madhya Pradesh,BHOPAL,Cowpea(Lobia),3
Madhya Pradesh,BHOPAL,Dry chillies,15
Madhya Pradesh,BHOPAL,Garlic,19
Madhya Pradesh,BHOPAL,Ginger,17
Madhya Pradesh,BHOPAL,Gram,22
Madhya Pradesh,BHOPAL,Groundnut,21
Madhya Pradesh,BHOPAL,Jowar,21
Madhya Pradesh,BHOPAL,Jute,1
Madhya Pradesh,BHOPAL,Khesari,8
Madhya Pradesh,BHOPAL,Linseed,20
Madhya Pradesh,BHOPAL,Maize,24
Madhya Pradesh,BHOPAL,Masoor,16
Madhya Pradesh,BHOPAL,Moong(Green Gram),15
Madhya Pradesh,BHOPAL,Niger seed,2
Madhya Pradesh,BHOPAL,Onion,20
Madhya Pradesh,BHOPAL,Other  Rabi pulses,9
Madhya Pradesh,BHOPAL,Other Kharif pulses,9
Madhya Pradesh,BHOPAL,Peas & beans (Pulses),14
Madhya Pradesh,BHOPAL,Potato,19
Madhya Pradesh,BHOPAL,Rapeseed &Mustard,22
Madhya Pradesh,BHOPAL,Rice,21
Madhya Pradesh,BHOPAL,Safflower,7
Madhya Pradesh,BHOPAL,Sannhamp,12
Madhya Pradesh,BHOPAL,Sesamum,18
Madhya Pradesh,BHOPAL,Soyabean,23
Madhya Pradesh,BHOPAL,Sugarcane,20
Madhya Pradesh,BHOPAL,Sunflower,1
Madhya Pradesh,BHOPAL,Sweet potato,12
Madhya Pradesh,BHOPAL,Turmeric,5
Madhya Pradesh,BHOPAL,Urad,20
Madhya Pradesh,BHOPAL,Wheat,23
Madhya Pradesh,BILASPUR,Arhar/Tur,3
Madhya Pradesh,BILASPUR,Barley,1
Madhya Pradesh,BILASPUR,Castor seed,1
Madhya Pradesh,BILASPUR,Garlic,1
Madhya Pradesh,BILASPUR,Ginger,1
Madhya Pradesh,BILASPUR,Gram,2
Madhya Pradesh,BILASPUR,Groundnut,2
Madhya Pradesh,BILASPUR,Jowar,2
Madhya Pradesh,BILASPUR,Linseed,3
Madhya Pradesh,BILASPUR,Maize,3
Madhya Pradesh,BILASPUR,Niger seed,1
Madhya Pradesh,BILASPUR,Onion,1
Madhya Pradesh,BILASPUR,Other  Rabi pulses,1
Madhya Pradesh,BILASPUR,Other Kharif pulses,1
Madhya Pradesh,BILASPUR,Potato,1
Madhya Pradesh,BILASPUR,Rapeseed &Mustard,3
Madhya Pradesh,BILASPUR,Rice,2
Madhya Pradesh,BILASPUR,Safflower,1
Madhya Pradesh,BILASPUR,Sesamum,3
Madhya Pradesh,BILASPUR,Small millets,2
Madhya Pradesh,BILASPUR,Soyabean,3
Madhya Pradesh,BILASPUR,Sugarcane,2
Madhya Pradesh,BILASPUR,Sunflower,1
Madhya Pradesh,BILASPUR,Sweet potato,1
Madhya Pradesh,BILASPUR,Wheat,2
Madhya Pradesh,BURHANPUR,Arhar/Tur,17
Madhya Pradesh,BURHANPUR,Bajra,14
Madhya Pradesh,BURHANPUR,Banana,14
Madhya Pradesh,BURHANPUR,Barley,3
Madhya Pradesh,BURHANPUR,Castor seed,9
Madhya Pradesh,BURHANPUR,Coriander,15
Madhya Pradesh,BURHANPUR,Cotton(lint),17
Madhya Pradesh,BURHANPUR,Dry chillies,11
Madhya Pradesh,BURHANPUR,Garlic,15
Madhya Pradesh,BURHANPUR,Ginger,13
Madhya Pradesh,BURHANPUR,Gram,17
Madhya Pradesh,BURHANPUR,Groundnut,17
Madhya Pradesh,BURHANPUR,Horse-gram,9
Madhya Pradesh,BURHANPUR,Jowar,28
Madhya Pradesh,BURHANPUR,Jute,1
Madhya Pradesh,BURHANPUR,Khesari,1
Madhya Pradesh,BURHANPUR,Linseed,2
Madhya Pradesh,BURHANPUR,Maize,19
Madhya Pradesh,BURHANPUR,Masoor,11
Madhya Pradesh,BURHANPUR,Mesta,2
Madhya Pradesh,BURHANPUR,Moong(Green Gram),23
Madhya Pradesh,BURHANPUR,Onion,16
Madhya Pradesh,BURHANPUR,Other Kharif pulses,1
Madhya Pradesh,BURHANPUR,Peas & beans (Pulses),11
Madhya Pradesh,BURHANPUR,Potato,12
Madhya Pradesh,BURHANPUR,Rapeseed &Mustard,9
Madhya Pradesh,BURHANPUR,Rice,15
Madhya Pradesh,BURHANPUR,Safflower,3
Madhya Pradesh,BURHANPUR,Sannhamp,8
Madhya Pradesh,BURHANPUR,Sesamum,13
Madhya Pradesh,BURHANPUR,Small millets,11
Madhya Pradesh,BURHANPUR,Soyabean,17
Madhya Pradesh,BURHANPUR,Sugarcane,16
Madhya Pradesh,BURHANPUR,Sunflower,7
Madhya Pradesh,BURHANPUR,Sweet potato,7
Madhya Pradesh,BURHANPUR,Turmeric,11
Madhya Pradesh,BURHANPUR,Urad,18
Madhya Pradesh,BURHANPUR,Wheat,17
Madhya Pradesh,CHHATARPUR,Arhar/Tur,23
Madhya Pradesh,CHHATARPUR,Bajra,19
Madhya Pradesh,CHHATARPUR,Banana,9
Madhya Pradesh,CHHATARPUR,Barley,22
Madhya Pradesh,CHHATARPUR,Castor seed,6
Madhya Pradesh,CHHATARPUR,Coriander,19
Madhya Pradesh,CHHATARPUR,Cotton(lint),1
Madhya Pradesh,CHHATARPUR,Cowpea(Lobia),4
Madhya Pradesh,CHHATARPUR,Dry chillies,15
Madhya Pradesh,CHHATARPUR,Garlic,19
Madhya Pradesh,CHHATARPUR,Ginger,17
Madhya Pradesh,CHHATARPUR,Gram,22
Madhya Pradesh,CHHATARPUR,Groundnut,23
Madhya Pradesh,CHHATARPUR,Horse-gram,4
Madhya Pradesh,CHHATARPUR,Jowar,25
Madhya Pradesh,CHHATARPUR,Jute,4
Madhya Pradesh,CHHATARPUR,Khesari,5
Madhya Pradesh,CHHATARPUR,Linseed,23
Madhya Pradesh,CHHATARPUR,Maize,23
Madhya Pradesh,CHHATARPUR,Masoor,16
Madhya Pradesh,CHHATARPUR,Mesta,3
Madhya Pradesh,CHHATARPUR,Moong(Green Gram),21
Madhya Pradesh,CHHATARPUR,Niger seed,11
Madhya Pradesh,CHHATARPUR,Onion,20
Madhya Pradesh,CHHATARPUR,Other  Rabi pulses,10
Madhya Pradesh,CHHATARPUR,Other Cereals,1
Madhya Pradesh,CHHATARPUR,Other Kharif pulses,9
Madhya Pradesh,CHHATARPUR,Peas & beans (Pulses),15
Madhya Pradesh,CHHATARPUR,Potato,19
Madhya Pradesh,CHHATARPUR,Ragi,2
Madhya Pradesh,CHHATARPUR,Rapeseed &Mustard,23
Madhya Pradesh,CHHATARPUR,Rice,22
Madhya Pradesh,CHHATARPUR,Safflower,5
Madhya Pradesh,CHHATARPUR,Sannhamp,12
Madhya Pradesh,CHHATARPUR,Sesamum,23
Madhya Pradesh,CHHATARPUR,Small millets,17
Madhya Pradesh,CHHATARPUR,Soyabean,23
Madhya Pradesh,CHHATARPUR,Sugarcane,21
Madhya Pradesh,CHHATARPUR,Sweet potato,19
Madhya Pradesh,CHHATARPUR,Tobacco,10
Madhya Pradesh,CHHATARPUR,Turmeric,18
Madhya Pradesh,CHHATARPUR,Urad,31
Madhya Pradesh,CHHATARPUR,Wheat,23
Madhya Pradesh,CHHINDWARA,Arhar/Tur,23
Madhya Pradesh,CHHINDWARA,Bajra,19
Madhya Pradesh,CHHINDWARA,Banana,11
Madhya Pradesh,CHHINDWARA,Barley,1
Madhya Pradesh,CHHINDWARA,Castor seed,16
Madhya Pradesh,CHHINDWARA,Coriander,19
Madhya Pradesh,CHHINDWARA,Cotton(lint),23
Madhya Pradesh,CHHINDWARA,Cowpea(Lobia),4
Madhya Pradesh,CHHINDWARA,Dry chillies,15
Madhya Pradesh,CHHINDWARA,Garlic,19
Madhya Pradesh,CHHINDWARA,Ginger,17
Madhya Pradesh,CHHINDWARA,Gram,22
Madhya Pradesh,CHHINDWARA,Groundnut,25
Madhya Pradesh,CHHINDWARA,Horse-gram,13
Madhya Pradesh,CHHINDWARA,Jowar,39
Madhya Pradesh,CHHINDWARA,Jute,4
Madhya Pradesh,CHHINDWARA,Khesari,8
Madhya Pradesh,CHHINDWARA,Linseed,22
Madhya Pradesh,CHHINDWARA,Maize,25
Madhya Pradesh,CHHINDWARA,Masoor,16
Madhya Pradesh,CHHINDWARA,Mesta,4
Madhya Pradesh,CHHINDWARA,Moong(Green Gram),21
Madhya Pradesh,CHHINDWARA,Niger seed,21
Madhya Pradesh,CHHINDWARA,Onion,20
Madhya Pradesh,CHHINDWARA,Other  Rabi pulses,11
Madhya Pradesh,CHHINDWARA,Other Cereals,2
Madhya Pradesh,CHHINDWARA,Other Kharif pulses,11
Madhya Pradesh,CHHINDWARA,Peas & beans (Pulses),13
Madhya Pradesh,CHHINDWARA,Potato,19
Madhya Pradesh,CHHINDWARA,Ragi,6
Madhya Pradesh,CHHINDWARA,Rapeseed &Mustard,22
Madhya Pradesh,CHHINDWARA,Rice,23
Madhya Pradesh,CHHINDWARA,Safflower,9
Madhya Pradesh,CHHINDWARA,Sannhamp,12
Madhya Pradesh,CHHINDWARA,Sesamum,23
Madhya Pradesh,CHHINDWARA,Small millets,23
Madhya Pradesh,CHHINDWARA,Soyabean,23
Madhya Pradesh,CHHINDWARA,Sugarcane,21
Madhya Pradesh,CHHINDWARA,Sunflower,17
Madhya Pradesh,CHHINDWARA,Sweet potato,19
Madhya Pradesh,CHHINDWARA,Turmeric,19
Madhya Pradesh,CHHINDWARA,Urad,23
Madhya Pradesh,CHHINDWARA,Wheat,23
Madhya Pradesh,DAMOH,Arhar/Tur,23
Madhya Pradesh,DAMOH,Bajra,17
Madhya Pradesh,DAMOH,Banana,11
Madhya Pradesh,DAMOH,Barley,20
Madhya Pradesh,DAMOH,Coriander,14
Madhya Pradesh,DAMOH,Cowpea(Lobia),3
Madhya Pradesh,DAMOH,Dry chillies,15
Madhya Pradesh,DAMOH,Garlic,19
Madhya Pradesh,DAMOH,Ginger,17
Madhya Pradesh,DAMOH,Gram,22
Madhya Pradesh,DAMOH,Groundnut,23
Madhya Pradesh,DAMOH,Horse-gram,3
Madhya Pradesh,DAMOH,Jowar,25
Madhya Pradesh,DAMOH,Khesari,8
Madhya Pradesh,DAMOH,Linseed,23
Madhya Pradesh,DAMOH,Maize,25
Madhya Pradesh,DAMOH,Masoor,16
Madhya Pradesh,DAMOH,Mesta,1
Madhya Pradesh,DAMOH,Moong(Green Gram),22
Madhya Pradesh,DAMOH,Niger seed,10
Madhya Pradesh,DAMOH,Onion,20
Madhya Pradesh,DAMOH,Other  Rabi pulses,13
Madhya Pradesh,DAMOH,Other Cereals,2
Madhya Pradesh,DAMOH,Other Kharif pulses,8
Madhya Pradesh,DAMOH,Peas & beans (Pulses),15
Madhya Pradesh,DAMOH,Potato,19
Madhya Pradesh,DAMOH,Rapeseed &Mustard,22
Madhya Pradesh,DAMOH,Rice,23
Madhya Pradesh,DAMOH,Safflower,1
Madhya Pradesh,DAMOH,Sannhamp,6
Madhya Pradesh,DAMOH,Sesamum,23
Madhya Pradesh,DAMOH,Small millets,18
Madhya Pradesh,DAMOH,Soyabean,23
Madhya Pradesh,DAMOH,Sugarcane,22
Madhya Pradesh,DAMOH,Sunflower,5
Madhya Pradesh,DAMOH,Sweet potato,14
Madhya Pradesh,DAMOH,Turmeric,18
Madhya Pradesh,DAMOH,Urad,32
Madhya Pradesh,DAMOH,Wheat,23
Madhya Pradesh,DANTEWADA,Arhar/Tur,2
Madhya Pradesh,DANTEWADA,Castor seed,1
Madhya Pradesh,DANTEWADA,Cotton(lint),1
Madhya Pradesh,DANTEWADA,Garlic,1
Madhya Pradesh,DANTEWADA,Ginger,1
Madhya Pradesh,DANTEWADA,Gram,1
Madhya Pradesh,DANTEWADA,Groundnut,1
Madhya Pradesh,DANTEWADA,Jowar,2
Madhya Pradesh,DANTEWADA,Linseed,1
Madhya Pradesh,DANTEWADA,Maize,2
Madhya Pradesh,DANTEWADA,Niger seed,1
Madhya Pradesh,DANTEWADA,Onion,1
Madhya Pradesh,DANTEWADA,Other  Rabi pulses,1
Madhya Pradesh,DANTEWADA,Other Kharif pulses,1
Madhya Pradesh,DANTEWADA,Potato,1
Madhya Pradesh,DANTEWADA,Ragi,1
Madhya Pradesh,DANTEWADA,Rapeseed &Mustard,2
Madhya Pradesh,DANTEWADA,Rice,2
Madhya Pradesh,DANTEWADA,Sesamum,2
Madhya Pradesh,DANTEWADA,Small millets,1
Madhya Pradesh,DANTEWADA,Soyabean,1
Madhya Pradesh,DANTEWADA,Sugarcane,2
Madhya Pradesh,DANTEWADA,Sunflower,1
Madhya Pradesh,DANTEWADA,Sweet potato,1
Madhya Pradesh,DATIA,Arhar/Tur,21
Madhya Pradesh,DATIA,Bajra,22
Madhya Pradesh,DATIA,Barley,22
Madhya Pradesh,DATIA,Castor seed,6
Madhya Pradesh,DATIA,Coriander,19
Madhya Pradesh,DATIA,Cotton(lint),1
Madhya Pradesh,DATIA,Cowpea(Lobia),1
Madhya Pradesh,DATIA,Dry chillies,15
Madhya Pradesh,DATIA,Garlic,19
Madhya Pradesh,DATIA,Ginger,16
Madhya Pradesh,DATIA,Gram,22
Madhya Pradesh,DATIA,Groundnut,23
Madhya Pradesh,DATIA,Jowar,26
Madhya Pradesh,DATIA,Jute,2
Madhya Pradesh,DATIA,Khesari,3
Madhya Pradesh,DATIA,Linseed,16
Madhya Pradesh,DATIA,Maize,23
Madhya Pradesh,DATIA,Masoor,16
Madhya Pradesh,DATIA,Mesta,4
Madhya Pradesh,DATIA,Moong(Green Gram),15
Madhya Pradesh,DATIA,Onion,20
Madhya Pradesh,DATIA,Other  Rabi pulses,5
Madhya Pradesh,DATIA,Other Kharif pulses,5
Madhya Pradesh,DATIA,Peas & beans (Pulses),14
Madhya Pradesh,DATIA,Potato,19
Madhya Pradesh,DATIA,Rapeseed &Mustard,23
Madhya Pradesh,DATIA,Rice,22
Madhya Pradesh,DATIA,Safflower,1
Madhya Pradesh,DATIA,Sannhamp,10
Madhya Pradesh,DATIA,Sesamum,23
Madhya Pradesh,DATIA,Small millets,7
Madhya Pradesh,DATIA,Soyabean,23
Madhya Pradesh,DATIA,Sugarcane,20
Madhya Pradesh,DATIA,Sweet potato,16
Madhya Pradesh,DATIA,Tobacco,1
Madhya Pradesh,DATIA,Turmeric,8
Madhya Pradesh,DATIA,Urad,20
Madhya Pradesh,DATIA,Wheat,23
Madhya Pradesh,DEWAS,Arhar/Tur,23
Madhya Pradesh,DEWAS,Bajra,12
Madhya Pradesh,DEWAS,Banana,7
Madhya Pradesh,DEWAS,Barley,17
Madhya Pradesh,DEWAS,Castor seed,4
Madhya Pradesh,DEWAS,Coriander,19
Madhya Pradesh,DEWAS,Cotton(lint),23
Madhya Pradesh,DEWAS,Dry chillies,8
Madhya Pradesh,DEWAS,Garlic,19
Madhya Pradesh,DEWAS,Ginger,17
Madhya Pradesh,DEWAS,Gram,22
Madhya Pradesh,DEWAS,Groundnut,21
Madhya Pradesh,DEWAS,Jowar,31
Madhya Pradesh,DEWAS,Jute,1
Madhya Pradesh,DEWAS,Khesari,4
Madhya Pradesh,DEWAS,Linseed,21
Madhya Pradesh,DEWAS,Maize,23
Madhya Pradesh,DEWAS,Masoor,14
Madhya Pradesh,DEWAS,Mesta,6
Madhya Pradesh,DEWAS,Moong(Green Gram),19
Madhya Pradesh,DEWAS,Niger seed,1
Madhya Pradesh,DEWAS,Onion,20
Madhya Pradesh,DEWAS,Other  Rabi pulses,5
Madhya Pradesh,DEWAS,Other Cereals,1
Madhya Pradesh,DEWAS,Other Kharif pulses,5
Madhya Pradesh,DEWAS,Peas & beans (Pulses),8
Madhya Pradesh,DEWAS,Potato,19
Madhya Pradesh,DEWAS,Rapeseed &Mustard,23
Madhya Pradesh,DEWAS,Rice,20
Madhya Pradesh,DEWAS,Safflower,7
Madhya Pradesh,DEWAS,Sannhamp,12
Madhya Pradesh,DEWAS,Sesamum,19
Madhya Pradesh,DEWAS,Small millets,4
Madhya Pradesh,DEWAS,Soyabean,23
Madhya Pradesh,DEWAS,Sugarcane,20
Madhya Pradesh,DEWAS,Sunflower,8
Madhya Pradesh,DEWAS,Sweet potato,14
Madhya Pradesh,DEWAS,Turmeric,10
Madhya Pradesh,DEWAS,Urad,19
Madhya Pradesh,DEWAS,Wheat,23
Madhya Pradesh,DHAMTARI,Arhar/Tur,2
Madhya Pradesh,DHAMTARI,Castor seed,1
Madhya Pradesh,DHAMTARI,Gram,2
Madhya Pradesh,DHAMTARI,Jowar,1
Madhya Pradesh,DHAMTARI,Linseed,2
Madhya Pradesh,DHAMTARI,Maize,2
Madhya Pradesh,DHAMTARI,Onion,1
Madhya Pradesh,DHAMTARI,Other  Rabi pulses,1
Madhya Pradesh,DHAMTARI,Other Kharif pulses,1
Madhya Pradesh,DHAMTARI,Potato,1
Madhya Pradesh,DHAMTARI,Ragi,1
Madhya Pradesh,DHAMTARI,Rapeseed &Mustard,2
Madhya Pradesh,DHAMTARI,Rice,2
Madhya Pradesh,DHAMTARI,Safflower,1
Madhya Pradesh,DHAMTARI,Sesamum,2
Madhya Pradesh,DHAMTARI,Small millets,1
Madhya Pradesh,DHAMTARI,Sugarcane,2
Madhya Pradesh,DHAMTARI,Sunflower,1
Madhya Pradesh,DHAMTARI,Sweet potato,1
Madhya Pradesh,DHAMTARI,Wheat,1
Madhya Pradesh,DHAR,Arhar/Tur,23
Madhya Pradesh,DHAR,Bajra,23
Madhya Pradesh,DHAR,Banana,16
Madhya Pradesh,DHAR,Barley,21
Madhya Pradesh,DHAR,Castor seed,16
Madhya Pradesh,DHAR,Coriander,19
Madhya Pradesh,DHAR,Cotton(lint),23
Madhya Pradesh,DHAR,Cowpea(Lobia),2
Madhya Pradesh,DHAR,Dry chillies,15
Madhya Pradesh,DHAR,Garlic,19
Madhya Pradesh,DHAR,Ginger,17
Madhya Pradesh,DHAR,Gram,22
Madhya Pradesh,DHAR,Groundnut,25
Madhya Pradesh,DHAR,Horse-gram,16
Madhya Pradesh,DHAR,Jowar,40
Madhya Pradesh,DHAR,Jute,2
Madhya Pradesh,DHAR,Khesari,8
Madhya Pradesh,DHAR,Linseed,19
Madhya Pradesh,DHAR,Maize,25
Madhya Pradesh,DHAR,Masoor,13
Madhya Pradesh,DHAR,Mesta,2
Madhya Pradesh,DHAR,Moong(Green Gram),22
Madhya Pradesh,DHAR,Niger seed,1
Madhya Pradesh,DHAR,Onion,20
Madhya Pradesh,DHAR,Other  Rabi pulses,6
Madhya Pradesh,DHAR,Other Kharif pulses,10
Madhya Pradesh,DHAR,Peas & beans (Pulses),14
Madhya Pradesh,DHAR,Potato,19
Madhya Pradesh,DHAR,Ragi,3
Madhya Pradesh,DHAR,Rapeseed &Mustard,20
Madhya Pradesh,DHAR,Rice,23
Madhya Pradesh,DHAR,Safflower,13
Madhya Pradesh,DHAR,Sannhamp,12
Madhya Pradesh,DHAR,Sesamum,19
Madhya Pradesh,DHAR,Small millets,15
Madhya Pradesh,DHAR,Soyabean,23
Madhya Pradesh,DHAR,Sugarcane,21
Madhya Pradesh,DHAR,Sunflower,1
Madhya Pradesh,DHAR,Sweet potato,18
Madhya Pradesh,DHAR,Tobacco,4
Madhya Pradesh,DHAR,Turmeric,19
Madhya Pradesh,DHAR,Urad,20
Madhya Pradesh,DHAR,Wheat,23
Madhya Pradesh,DINDORI,Arhar/Tur,22
Madhya Pradesh,DINDORI,Bajra,2
Madhya Pradesh,DINDORI,Banana,1
Madhya Pradesh,DINDORI,Barley,17
Madhya Pradesh,DINDORI,Coriander,18
Madhya Pradesh,DINDORI,Cotton(lint),1
Madhya Pradesh,DINDORI,Dry chillies,11
Madhya Pradesh,DINDORI,Garlic,14
Madhya Pradesh,DINDORI,Ginger,5
Madhya Pradesh,DINDORI,Gram,22
Madhya Pradesh,DINDORI,Groundnut,17
Madhya Pradesh,DINDORI,Jowar,20
Madhya Pradesh,DINDORI,Jute,1
Madhya Pradesh,DINDORI,Khesari,8
Madhya Pradesh,DINDORI,Linseed,22
Madhya Pradesh,DINDORI,Maize,22
Madhya Pradesh,DINDORI,Masoor,16
Madhya Pradesh,DINDORI,Mesta,1
Madhya Pradesh,DINDORI,Moong(Green Gram),5
Madhya Pradesh,DINDORI,Niger seed,20
Madhya Pradesh,DINDORI,Onion,20
Madhya Pradesh,DINDORI,Other  Rabi pulses,7
Madhya Pradesh,DINDORI,Other Cereals,3
Madhya Pradesh,DINDORI,Other Kharif pulses,5
Madhya Pradesh,DINDORI,Peas & beans (Pulses),15
Madhya Pradesh,DINDORI,Potato,15
Madhya Pradesh,DINDORI,Ragi,4
Madhya Pradesh,DINDORI,Rapeseed &Mustard,22
Madhya Pradesh,DINDORI,Rice,22
Madhya Pradesh,DINDORI,Safflower,6
Madhya Pradesh,DINDORI,Sannhamp,12
Madhya Pradesh,DINDORI,Sesamum,20
Madhya Pradesh,DINDORI,Small millets,20
Madhya Pradesh,DINDORI,Soyabean,22
Madhya Pradesh,DINDORI,Sugarcane,13
Madhya Pradesh,DINDORI,Sweet potato,14
Madhya Pradesh,DINDORI,Turmeric,5
Madhya Pradesh,DINDORI,Urad,22
Madhya Pradesh,DINDORI,Wheat,22
Madhya Pradesh,DURG,Arhar/Tur,3
Madhya Pradesh,DURG,Garlic,1
Madhya Pradesh,DURG,Ginger,1
Madhya Pradesh,DURG,Gram,2
Madhya Pradesh,DURG,Groundnut,2
Madhya Pradesh,DURG,Jowar,2
Madhya Pradesh,DURG,Linseed,3
Madhya Pradesh,DURG,Maize,3
Madhya Pradesh,DURG,Onion,1
Madhya Pradesh,DURG,Other  Rabi pulses,1
Madhya Pradesh,DURG,Other Kharif pulses,1
Madhya Pradesh,DURG,Potato,1
Madhya Pradesh,DURG,Ragi,1
Madhya Pradesh,DURG,Rapeseed &Mustard,3
Madhya Pradesh,DURG,Rice,2
Madhya Pradesh,DURG,Safflower,1
Madhya Pradesh,DURG,Sesamum,3
Madhya Pradesh,DURG,Small millets,2
Madhya Pradesh,DURG,Soyabean,3
Madhya Pradesh,DURG,Sugarcane,2
Madhya Pradesh,DURG,Sunflower,2
Madhya Pradesh,DURG,Sweet potato,1
Madhya Pradesh,DURG,Wheat,2
Madhya Pradesh,GUNA,Arhar/Tur,21
Madhya Pradesh,GUNA,Bajra,19
Madhya Pradesh,GUNA,Barley,21
Madhya Pradesh,GUNA,Castor seed,2
Madhya Pradesh,GUNA,Coriander,19
Madhya Pradesh,GUNA,Cotton(lint),6
Madhya Pradesh,GUNA,Dry chillies,11
Madhya Pradesh,GUNA,Garlic,19
Madhya Pradesh,GUNA,Ginger,17
Madhya Pradesh,GUNA,Gram,22
Madhya Pradesh,GUNA,Groundnut,22
Madhya Pradesh,GUNA,Jowar,23
Madhya Pradesh,GUNA,Khesari,1
Madhya Pradesh,GUNA,Linseed,17
Madhya Pradesh,GUNA,Maize,23
Madhya Pradesh,GUNA,Masoor,15
Madhya Pradesh,GUNA,Moong(Green Gram),16
Madhya Pradesh,GUNA,Niger seed,13
Madhya Pradesh,GUNA,Onion,20
Madhya Pradesh,GUNA,Other  Rabi pulses,7
Madhya Pradesh,GUNA,Other Kharif pulses,5
Madhya Pradesh,GUNA,Peas & beans (Pulses),12
Madhya Pradesh,GUNA,Potato,19
Madhya Pradesh,GUNA,Rapeseed &Mustard,23
Madhya Pradesh,GUNA,Rice,21
Madhya Pradesh,GUNA,Safflower,14
Madhya Pradesh,GUNA,Sannhamp,7
Madhya Pradesh,GUNA,Sesamum,22
Madhya Pradesh,GUNA,Small millets,4
Madhya Pradesh,GUNA,Soyabean,23
Madhya Pradesh,GUNA,Sugarcane,20
Madhya Pradesh,GUNA,Sunflower,4
Madhya Pradesh,GUNA,Sweet potato,19
Madhya Pradesh,GUNA,Turmeric,5
Madhya Pradesh,GUNA,Urad,19
Madhya Pradesh,GUNA,Wheat,23
Madhya Pradesh,GWALIOR,Arhar/Tur,21
Madhya Pradesh,GWALIOR,Bajra,23
Madhya Pradesh,GWALIOR,Barley,22
Madhya Pradesh,GWALIOR,Coriander,19
Madhya Pradesh,GWALIOR,Dry chillies,15
Madhya Pradesh,GWALIOR,Garlic,19
Madhya Pradesh,GWALIOR,Ginger,6
Madhya Pradesh,GWALIOR,Gram,22
Madhya Pradesh,GWALIOR,Groundnut,21
Madhya Pradesh,GWALIOR,Jowar,23
Madhya Pradesh,GWALIOR,Jute,1
Madhya Pradesh,GWALIOR,Linseed,19
Madhya Pradesh,GWALIOR,Maize,21
Madhya Pradesh,GWALIOR,Masoor,14
Madhya Pradesh,GWALIOR,Moong(Green Gram),15
Madhya Pradesh,GWALIOR,Niger seed,2
Madhya Pradesh,GWALIOR,Onion,20
Madhya Pradesh,GWALIOR,Other  Rabi pulses,5
Madhya Pradesh,GWALIOR,Other Kharif pulses,5
Madhya Pradesh,GWALIOR,Peas & beans (Pulses),14
Madhya Pradesh,GWALIOR,Potato,19
Madhya Pradesh,GWALIOR,Rapeseed &Mustard,23
Madhya Pradesh,GWALIOR,Rice,24
Madhya Pradesh,GWALIOR,Safflower,1
Madhya Pradesh,GWALIOR,Sannhamp,5
Madhya Pradesh,GWALIOR,Sesamum,23
Madhya Pradesh,GWALIOR,Soyabean,23
Madhya Pradesh,GWALIOR,Sugarcane,19
Madhya Pradesh,GWALIOR,Sweet potato,18
Madhya Pradesh,GWALIOR,Turmeric,5
Madhya Pradesh,GWALIOR,Urad,20
Madhya Pradesh,GWALIOR,Wheat,23
Madhya Pradesh,HARDA,Arhar/Tur,20
Madhya Pradesh,HARDA,Bajra,15
Madhya Pradesh,HARDA,Banana,12
Madhya Pradesh,HARDA,Barley,19
Madhya Pradesh,HARDA,Castor seed,4
Madhya Pradesh,HARDA,Coriander,19
Madhya Pradesh,HARDA,Cotton(lint),20
Madhya Pradesh,HARDA,Dry chillies,11
